name,lng,lat
北京市,116.40114474433396,39.90277565497976
天津市,117.19521192889685,39.08431230999273
石家庄市,114.50900285443826,38.04138817372394
唐山市,118.17387081832709,39.62937201339268
秦皇岛市,119.51424800804399,39.88701396302688
邯郸市,114.5334229388667,36.62577008990109
邢台市,114.49148588163116,37.059734751250154
保定市,115.45820424593175,38.87357544178522
张家口市,114.87978524495414,40.76764722281213
承德市,117.95642230398728,40.9513614506371
沧州市,116.83292481713013,38.30411743976268
廊坊市,116.67763076381868,39.53720313414245
衡水市,115.66310011773139,37.738727614823084
太原市,112.54335856406222,37.86992737747488
大同市,113.35957755852839,40.09579120984494
阳泉市,113.57402395088894,37.85659102802953
长治市,113.11073000351432,36.19497616579607
晋城市,112.84591351291519,35.49172968331662
朔州市,112.42605952897297,39.33057254752803
晋中市,112.74614077048861,37.68732529157206
运城市,111.00123842588893,35.02740768554994
忻州市,112.72758073483662,38.41537720752653
临汾市,111.51309318390103,36.08870515112497
吕梁市,111.13817768771204,37.518219063042494
呼和浩特市,111.74189606013923,40.84068016437971
包头市,109.94746389588421,40.62020975291547
乌海市,106.7893897129287,39.6541053965044
赤峰市,118.88144215263097,42.25494092847026
通辽市,122.23775617905031,43.65120414034445
鄂尔多斯市,109.77676195953823,39.60772729173723
呼伦贝尔市,119.77114496894535,49.164606898900594
巴彦淖尔市,107.3821729623459,40.741539626222746
乌兰察布市,113.12495962635774,40.992757820255996
兴安盟,122.0316696562752,46.080401110203226
锡林郭勒盟,116.04054955646387,43.931027107699734
阿拉善盟,105.72486534923422,38.85098879325865
沈阳市,123.45863090829103,41.675224005527134
大连市,121.60984265800762,38.913184694859616
鞍山市,122.988684089632,41.106320199589774
抚顺市,123.95127762883813,41.879155086211476
本溪市,123.6791530176544,41.48470307829091
丹东市,124.34864766971592,39.99910055940059
锦州市,121.1212159019796,41.09406424668333
营口市,122.21396028238938,40.62347585477294
阜新市,121.66464337677688,42.01991761661554
辽阳市,123.23393286997995,41.265329309322276
盘锦市,122.16541423703276,40.717866778506256
铁岭市,123.71999711320991,42.22148208270511
朝阳市,120.48326847399402,41.59965833937217
葫芦岛市,120.83160769061608,40.70952492571879
长春市,125.3171363353078,43.81454427972397
吉林市,126.54402952743179,43.835878843385736
四平市,124.34439365110727,43.16418693190475
辽源市,125.13828083816244,42.88544305109874
通化市,125.93406400548383,41.726146847732416
白山市,126.40840720222639,41.9416192084142
松原市,124.81903403928997,45.13994033763386
白城市,122.83222897180634,45.6182211807776
延边朝鲜族自治州,129.4635379456236,42.90684896073144
哈尔滨市,126.52900996557615,45.80099935600745
齐齐哈尔市,123.9116428957814,47.352852506438815
鸡西市,130.96192871845324,45.29292244559115
鹤岗市,130.28983345073402,47.34821513335826
双鸭山市,131.13341157009148,46.67389088917373
大庆市,125.0970244071388,46.58739424182055
伊春市,128.83380969049657,47.72606494849258
佳木斯市,130.31112342246445,46.797780511235
七台河市,130.99531122126274,45.768953736097714
牡丹江市,129.62585148244585,44.549519811539135
黑河市,127.5209429320287,50.243263677634545
绥化市,126.96239109489429,46.652245764251134
大兴安岭地区,124.11023977616794,50.40959992691521
上海市,121.46914382245423,31.232467114772554
南京市,118.79144005782274,32.061419072997936
无锡市,120.30728041602599,31.492953198351838
徐州市,117.27799939770918,34.2055148961765
常州市,119.96934173336184,31.813353794604158
苏州市,120.58111650181456,31.301942356967054
南通市,120.89030630645817,31.98343915948465
连云港市,119.21595513143805,34.59767379043963
淮安市,119.10754476286782,33.55277707214488
盐城市,120.15768406248083,33.34961253038465
扬州市,119.40735368694637,32.39628357426762
镇江市,119.41899425785267,32.19001849881413
泰州市,119.91814674556923,32.458914671412835
宿迁市,118.26972209990737,33.96453331249313
杭州市,120.20625703859051,30.24845422387178
宁波市,121.62043799202966,29.86287669438838
温州市,120.69522094158627,27.99713122769303
嘉兴市,120.75130352569464,30.74911366954527
湖州市,120.08200990997804,30.896222123660596
绍兴市,120.57880559353195,30.054186302179602
金华市,119.64256022925339,29.082171321426777
衢州市,118.8545122353555,28.97331427690845
舟山市,122.20323721057504,29.987981041781662
台州市,121.41636182584384,28.658666721433903
丽水市,119.9188441108716,28.471099477306986
合肥市,117.22178474294732,31.822566198966037
芜湖市,118.42768389222181,31.354466180391295
蚌埠市,117.38271913316623,32.91852576471075
淮南市,117.0131033779404,32.587392220523526
马鞍山市,118.50167112756725,31.670756660313717
淮北市,116.79296520168121,33.95769135533783
铜陵市,117.8059561743811,30.947506678784343
安庆市,117.10984229897241,30.534093095788307
黄山市,118.33243817319199,29.717284272345037
滁州市,118.32801226027259,32.25787662456619
阜阳市,115.80888144159906,32.893029946016284
宿州市,116.95880640687055,33.64929029741055
六安市,116.51464703161604,31.737957609080514
亳州市,115.7730483098899,33.847728203972686
池州市,117.49020910980526,30.67663262919593
宣城市,118.7540040073736,30.941498971693136
福州市,119.2916113725977,26.077388015749772
厦门市,118.08393291175081,24.48227393692977
莆田市,119.00292778384,25.456984284034945
三明市,117.63401915171568,26.266879953073005
泉州市,118.67117718480827,24.877360273754917
漳州市,117.64251128946931,24.51827557749506
南平市,118.07612858996677,27.38588324143696
龙岩市,117.01248687836681,25.07864164084969
宁德市,119.54314647747934,26.669716965427213
南昌市,115.85307102389159,28.686305729501644
景德镇市,117.17958570680493,29.27705135321453
萍乡市,113.88190925358775,27.66217240844898
九江市,115.94859921511178,29.663841226158738
新余市,114.91181876192006,27.82201116585552
鹰潭市,117.03433576270646,28.275281887888763
赣州市,114.92876918077333,25.834322971887126
吉安市,114.96191416988489,27.09467584801454
宜春市,114.41152140675942,27.819347888697457
抚州市,116.35304867103028,27.95211337282292
上饶市,117.93808500322012,28.458536502736962
济南市,117.11400007864788,36.65163870613015
青岛市,120.37753191204759,36.06666175631177
淄博市,118.04891336259757,36.813262432795554
枣庄市,117.31784938040802,34.811652373267634
东营市,118.66896617868012,37.43331419124585
烟台市,121.4425478061541,37.4635796906365
潍坊市,119.1558385339585,36.707223925564826
济宁市,116.58182495848754,35.41556485738425
泰安市,117.08089591386768,36.20153426001819
威海市,122.11546204607481,37.512282589163114
日照市,119.52142154980739,35.41719958323295
临沂市,118.3507097643936,35.104164308417815
德州市,116.35333999763071,37.4356225693548
聊城市,115.97955819952193,36.45577016566875
滨州市,117.96482751127643,37.38203742475905
菏泽市,115.4737950519107,35.234701436345716
郑州市,113.61930440770524,34.747485897415366
开封市,114.30842339314927,34.79896292672908
洛阳市,112.44764429515288,34.62072772229256
平顶山市,113.18632612711842,33.76798990418233
安阳市,114.3863901417774,36.09860499596882
鹤壁市,114.29137573996371,35.74839752869441
新乡市,113.92088470094501,35.30417394861121
焦作市,113.23553727191053,35.21623792820238
濮阳市,115.02335562964491,35.76273451056205
许昌市,113.84613067453931,34.03887712347354
漯河市,114.0106749383678,33.58186765810929
三门峡市,111.19448840109776,34.774183399156236
南阳市,112.52270678312493,32.992218296238256
商丘市,115.65084922519323,34.416530946756666
信阳市,114.0851709675241,32.150568704134734
周口市,114.69573890933044,33.636199220176664
驻马店市,114.0161045900908,33.01584899535733
济源市,112.59641046435048,35.06992407775033
武汉市,114.29912534198978,30.595764813652448
黄石市,115.03360990468667,30.203503232529776
十堰市,110.79360184274627,32.63124795860995
宜昌市,111.28130139861817,30.694608255092895
襄阳市,112.11566126999608,32.012117485645796
鄂州市,114.88986813091809,30.39415688468339
荆门市,112.1931805554985,31.03765933431316
孝感市,113.95143821765771,30.92073232530057
荆州市,112.23572046975019,30.33883907012929
黄冈市,114.86736266415936,30.456387674365573
咸宁市,114.31719434142266,29.843815292846713
随州市,113.37610671147239,31.69214889442597
恩施土家族苗族自治州,109.48320599735897,30.274672845187926
仙桃市,113.43692429330174,30.33080156099365
潜江市,112.89469687008639,30.404677187426298
天门市,113.16052603807654,30.666050562511057
神农架林区,110.67078608905555,31.747287893648114
长沙市,112.93343203943145,28.231811448545677
株洲市,113.12695265189492,27.832001626756483
湘潭市,112.94000518880938,27.834806609053164
衡阳市,112.56678091164109,26.897801452205037
邵阳市,111.46229150690218,27.24277281296592
岳阳市,113.12295787914647,29.35903584024592
常德市,111.69343937028644,29.03446997401242
张家界市,110.47394362450775,29.120206597189142
益阳市,112.35028326799177,28.558000793796012
郴州市,113.01000650476733,25.773072676011463
永州市,111.60823607455043,26.423447110793756
怀化市,109.99690764131418,27.57312105269997
娄底市,111.98895055554732,27.703151422369
湘西土家族苗族自治州,109.73269648273961,28.315982911051194
广州市,113.25916927705671,23.132737219258228
韶关市,113.59213429173239,24.814037617459924
深圳市,114.05282492812272,22.546244087868846
珠海市,113.57185315944908,22.274659908410143
汕头市,116.67748810935825,23.356809081282396
佛山市,113.11610323973505,23.023904275370978
江门市,113.07609861235103,22.58163919348364
湛江市,110.35304514467727,21.272492848687143
茂名市,110.92102075185407,21.665503594558874
肇庆市,112.45999044902908,23.050368182966626
惠州市,114.41061854702457,23.114865317101106
梅州市,116.11721958283165,24.291458985348555
汕尾市,115.3706153029123,22.78983794852397
河源市,114.69551508333414,23.746926738519754
阳江市,111.9783510008063,21.85957982000972
清远市,113.05061600166714,23.684524297355658
东莞市,113.74669098846768,23.02373844397996
中山市,113.38703481225922,22.519713495418106
潮州市,116.61753675635647,23.660408862780834
揭阳市,116.36802275554406,23.553365482757105
云浮市,112.03920344244591,22.91782058927275
南宁市,108.36233557216126,22.820386111708903
柳州市,109.42347095163684,24.32914249131936
桂林市,110.17512784213376,25.238400088638105
梧州市,111.27391425261727,23.47932460825359
北海市,109.11595508764754,21.483692657825497
防城港市,108.35067458333212,21.68921758143774
钦州市,108.6505975489906,21.98377918366832
贵港市,109.5947120766441,23.1147211021257
玉林市,110.17650257505726,22.6568033764324
百色市,106.61527847309175,23.90597375934538
贺州市,111.56210313183178,24.40721914374069
河池市,108.08099096547652,24.695658234019312
来宾市,109.21694119549944,23.752743773289158
崇左市,107.36081713677844,22.379888178280904
海口市,110.19412309482483,20.04791812678304
三亚市,109.50762415844994,18.254569664344377
三沙市,112.33373695342712,16.832635203933524
儋州市,109.57680237212317,19.522921698312118
五指山市,109.51268897432469,18.776622650826628
琼海市,110.47017517348013,19.26075934897195
文昌市,110.79303696405238,19.54607361949063
万宁市,110.38819375370272,18.795254585875725
东方市,108.64821171990118,19.097044158607723
定安县,110.35359170537103,19.6829447814457
屯昌县,110.09726522178177,19.35321493532824
澄迈县,110.00324632791025,19.74077995347868
临高县,109.68633799932394,19.914136090808334
白沙黎族自治县,109.4385966241881,19.22321617427705
昌江黎族自治县,109.05166794631272,19.299726156324205
乐东黎族自治县,109.16928544903398,18.751719332952867
陵水黎族自治县,110.03327565008063,18.507671014574907
保亭黎族苗族自治县,109.69615265986357,18.64212844447654
琼中黎族苗族自治县,109.83434717259209,19.03510797044015
重庆市,106.54676332042847,29.566553244633337
成都市,104.06379643064969,30.575415504297645
自贡市,104.77661086063218,29.342100262758102
攀枝花市,101.71688572213132,26.585985103551796
泸州市,105.43827413075414,28.87401763673905
德阳市,104.39511301938528,31.129589686570295
绵阳市,104.6765102717381,31.46994908637901
广元市,105.84029951640946,32.43817463765176
遂宁市,105.58919272416242,30.535474434704792
内江市,105.05476600950178,29.582786918103476
乐山市,103.76387641661908,29.55503152803664
南充市,106.10654570529822,30.839517430268277
眉山市,103.84631508886822,30.079934479929697
宜宾市,104.64044398964468,28.755782465776083
广安市,106.6288565245909,30.45913100469093
达州市,107.46312408398204,31.211423647471914
雅安市,103.03956133876297,30.012581773601173
巴中市,106.74340339554509,31.870034439827815
资阳市,104.62486169954106,30.132083531829377
阿坝藏族羌族自治州,102.22285961124638,31.901671548972278
甘孜藏族自治州,101.96079084496147,30.052340626453788
凉山彝族自治州,102.26621822117535,27.88482771812117
贵阳市,106.62463609556339,26.65036573297856
六盘水市,104.82781914057509,26.596157664307515
遵义市,107.02772704797906,27.72519718508934
安顺市,105.94423424292184,26.256632836992473
毕节市,105.28830734961777,27.2869835140333
铜仁市,109.18494895766472,27.734827041072588
黔西南布依族苗族自治州,104.9039522815957,25.09084200660535
黔东南苗族侗族自治州,107.97870145180663,26.587294857503196
黔南布依族苗族自治州,107.51813942168606,26.256575306975787
昆明市,102.83225390018312,24.884560505120767
曲靖市,103.79426499503494,25.49386797438899
玉溪市,102.52537055346413,24.349800010330256
保山市,99.16057006600911,25.114874592267018
昭通市,103.71498543996115,27.34161024505694
丽江市,100.22480263813961,26.858710381122002
普洱市,100.96483569470254,22.828221748317507
临沧市,100.08758524466809,23.88676237570709
楚雄彝族自治州,101.52683494045749,25.04871690980323
红河哈尼族彝族自治州,103.3728489303977,23.365643081395003
文山壮族苗族自治州,104.21356876841406,23.403633461306637
西双版纳傣族自治州,100.7958783567845,22.011896951399425
大理白族自治州,100.26650970896381,25.609581627264536
德宏傣族景颇族自治州,98.58546814163368,24.436317974077657
怒江傈僳族自治州,98.85620765142077,25.820870779476095
迪庆藏族自治州,99.7010173054824,27.822644684374712
拉萨市,91.17045622059155,29.656279830484728
日喀则市,88.87838796399375,29.270103219741625
昌都市,97.16988612901822,31.145200966891277
林芝市,94.36027067360214,29.65144003946216
山南市,91.77021221569704,29.24080384740917
那曲市,92.05023009229761,31.480143478920304
阿里地区,80.10357011727218,32.50346886807944
西安市,108.93498964565686,34.344761972504
铜川市,108.9403998036809,34.89821736578672
宝鸡市,107.23298950985429,34.36428116841795
咸阳市,108.70416441394819,34.33133837094609
渭南市,109.46569249309603,34.521831599445164
延安市,109.48928689718376,36.649989776023645
汉中市,107.01866878272315,33.06826070229474
榆林市,109.72852054867005,38.28524221008271
安康市,109.0241521417305,32.68750550804372
商洛市,109.91368862859929,33.875060574165786
兰州市,103.83182475519547,36.06112521284291
嘉峪关市,98.28760243695947,39.77241879818138
金昌市,102.18598265845222,38.521029992256665
白银市,104.13605507335485,36.545031871685104
天水市,105.72089115873237,34.58283153676429
武威市,102.63610466693676,37.92869446179872
张掖市,100.44815615236995,38.92412843490384
平凉市,106.66069024508332,35.54288369494741
酒泉市,98.49368557954084,39.73259319082993
庆阳市,107.63869014552763,35.709855185709635
定西市,104.58972187333485,35.608491012923324
陇南市,104.95729023527565,33.3720792409681
临夏回族自治州,103.2081434335146,35.60215126499692
甘南藏族自治州,102.91001245133668,34.98440389105934
西宁市,101.77586195007572,36.616702529818106
海东市,102.4086210940921,36.473391658672995
海北藏族自治州,100.89948972690017,36.95465787159938
黄南藏族自治州,102.0135110861255,35.51973072310098
海南藏族自治州,100.62136534932175,36.29679599780565
果洛藏族自治州,100.24382051318872,34.47365793240367
玉树藏族自治州,97.00586131678439,33.00844695891635
海西蒙古族藏族自治州,97.33125440874464,37.34770906970191
银川市,106.22657808588562,38.48732343474717
石嘴山市,106.3780811864318,38.98379032450165
吴忠市,106.19421434528132,37.99721200998778
固原市,106.23847471078595,36.01646432965178
中卫市,105.19300217734299,37.49963062044455
乌鲁木齐市,87.61397403729367,43.824171459621404
克拉玛依市,84.88683461299236,45.57690761024371
吐鲁番市,89.1875337380977,42.94918507044329
哈密市,93.51345508583582,42.81783330520232
昌吉回族自治州,87.30588155542213,44.0097256782821
博尔塔拉蒙古自治州,82.06308107971392,44.905017647524794
巴音郭楞蒙古自治州,86.14264544837637,41.762610665166505
阿克苏地区,80.26289702704,41.16972659706815
克孜勒苏柯尔克孜自治州,76.16428674115784,39.71431955272262
喀什地区,75.98679118514981,39.47026510617707
和田地区,79.91972912728151,37.114747007276925
伊犁哈萨克自治州,81.32064308240486,43.91585532328718
塔城地区,82.97715149120765,46.74465371918709
阿勒泰地区,88.13790065244268,47.84362113162414
石河子市,86.07755738955328,44.30413693512282
阿拉尔市,81.27774652304929,40.5466403343194
图木舒克市,79.07255613670019,39.867218603686915
五家渠市,87.539904763254,44.165439917349396
铁门关市,85.66779087704627,41.861744615261756
